# replication time (downloaded from Lawrence Nature 2013. Supplementary Table5)
chr	start	end	replication_time
6	119600001	119700000	694
6	119700001	119800000	644
6	119800001	119900000	674
6	119900001	120000000	740
6	120000001	120100000	831
6	120100001	120200000	899
6	120200001	120300000	928
6	120300001	120400000	963
6	120400001	120500000	929
6	120500001	120600000	969
6	120600001	120700000	988
6	120700001	120800000	1014
6	120800001	120900000	1075
6	120900001	121000000	1034
6	121000001	121100000	1035
6	121100001	121200000	996
6	121200001	121300000	925
6	121300001	121400000	954
6	121400001	121500000	953
6	121500001	121600000	882
6	121600001	121700000	895
6	121700001	121800000	773
6	121800001	121900000	634
6	121900001	122000000	582
6	122000001	122100000	540
6	122100001	122200000	556
6	122200001	122300000	754
6	122300001	122400000	799
6	122400001	122500000	912
6	122500001	122600000	944
6	122600001	122700000	948
6	122700001	122800000	944
6	122800001	122900000	973
6	122900001	123000000	1011
6	123000001	123100000	1035
6	123100001	123200000	1028
6	123200001	123300000	1073
6	123300001	123400000	1075
6	123400001	123500000	1106
6	123500001	123600000	1076
6	123600001	123700000	1064
6	123700001	123800000	1090
6	123800001	123900000	1065
6	123900001	124000000	1036
6	124000001	124100000	982
6	124100001	124200000	997
6	124200001	124300000	993
6	124300001	124400000	962
6	124400001	124500000	892
6	124500001	124600000	929
6	124600001	124700000	881
6	124700001	124800000	772
6	124800001	124900000	599
6	124900001	125000000	675
6	125000001	125100000	572
6	125100001	125200000	480
6	125200001	125300000	357
6	125300001	125400000	334
6	125400001	125500000	269
6	125500001	125600000	243
6	125600001	125700000	373
6	125700001	125800000	392
6	125800001	125900000	411
6	125900001	126000000	408
6	126000001	126100000	351
6	126100001	126200000	262
6	126200001	126300000	179
6	126300001	126400000	177
6	126400001	126500000	297
6	126500001	126600000	439
6	126600001	126700000	520
6	126700001	126800000	704
6	126800001	126900000	733
6	126900001	127000000	800
6	127000001	127100000	855
6	127100001	127200000	901
6	127200001	127300000	921
6	127300001	127400000	972
6	127400001	127500000	895
6	127500001	127600000	826
6	127600001	127700000	889
6	127700001	127800000	739
6	127800001	127900000	811
6	127900001	128000000	807
6	128000001	128100000	726
6	128100001	128200000	553
6	128200001	128300000	475
6	128300001	128400000	481
6	128400001	128500000	628
6	128500001	128600000	714
6	128600001	128700000	616
6	128700001	128800000	494
6	128800001	128900000	400
6	128900001	129000000	391
6	129000001	129100000	399
6	129100001	129200000	514
6	129200001	129300000	643
6	129300001	129400000	709
6	129400001	129500000	771
6	129500001	129600000	646
6	129600001	129700000	553
6	129700001	129800000	589
6	129800001	129900000	539
6	129900001	130000000	550
6	130000001	130100000	438
6	130100001	130200000	487
6	130200001	130300000	603
6	130300001	130400000	691
6	130400001	130500000	844
6	130500001	130600000	891
6	130600001	130700000	906
6	130700001	130800000	910
6	130800001	130900000	954
6	130900001	131000000	909
6	131000001	131100000	879
6	131100001	131200000	760
6	131200001	131300000	707
6	131300001	131400000	539
6	131400001	131500000	461
6	131500001	131600000	519
6	131600001	131700000	682
6	131700001	131800000	781
6	131800001	131900000	875
6	131900001	132000000	864
6	132000001	132100000	852
6	132100001	132200000	787
6	132200001	132300000	699
6	132300001	132400000	641
6	132400001	132500000	745
6	132500001	132600000	829
6	132600001	132700000	734
6	132700001	132800000	673
6	132800001	132900000	618
6	132900001	133000000	605
6	133000001	133100000	569
6	133100001	133200000	443
6	133200001	133300000	412
6	133300001	133400000	411
6	133400001	133500000	394
6	133500001	133600000	249
6	133600001	133700000	314
6	133700001	133800000	395
6	133800001	133900000	409
6	133900001	134000000	344
6	134000001	134100000	371
6	134100001	134200000	382
6	134200001	134300000	388
6	134300001	134400000	359
6	134400001	134500000	148
6	134500001	134600000	125
6	134600001	134700000	129
6	134700001	134800000	125
6	134800001	134900000	135
6	134900001	135000000	205
6	135000001	135100000	328
6	135100001	135200000	297
6	135200001	135300000	364
6	135300001	135400000	353
6	135400001	135500000	390
6	135500001	135600000	407
6	135600001	135700000	410
6	135700001	135800000	422
6	135800001	135900000	360
6	135900001	136000000	353
6	136000001	136100000	385
6	136100001	136200000	371
6	136200001	136300000	360
6	136300001	136400000	392
6	136400001	136500000	365
6	136500001	136600000	240
6	136600001	136700000	153
6	136700001	136800000	226
6	136800001	136900000	376
6	136900001	137000000	448
6	137000001	137100000	391
6	137100001	137200000	395
6	137200001	137300000	408
6	137300001	137400000	449
6	137400001	137500000	436
6	137500001	137600000	304
6	137600001	137700000	309
6	137700001	137800000	441
6	137800001	137900000	486
6	137900001	138000000	400
6	138000001	138100000	257
6	138100001	138200000	163
6	138200001	138300000	256
6	138300001	138400000	334
6	138400001	138500000	396
6	138500001	138600000	484
6	138600001	138700000	545
6	138700001	138800000	550
6	138800001	138900000	590
6	138900001	139000000	590
6	139000001	139100000	547
6	139100001	139200000	482
6	139200001	139300000	610
6	139300001	139400000	613
6	139400001	139500000	640
6	139500001	139600000	674
6	139600001	139700000	504
6	139700001	139800000	375
6	139800001	139900000	388
6	139900001	140000000	406
6	140000001	140100000	470
6	140100001	140200000	445
6	140200001	140300000	474
6	140300001	140400000	434
6	140400001	140500000	490
6	140500001	140600000	578
6	140600001	140700000	647
6	140700001	140800000	640
6	140800001	140900000	643
6	140900001	141000000	685
6	141000001	141100000	695
6	141100001	141200000	804
6	141200001	141300000	770
6	141300001	141400000	801
6	141400001	141500000	939
6	141500001	141600000	956
6	141600001	141700000	925
6	141700001	141800000	909
6	141800001	141900000	866
6	141900001	142000000	925
6	142000001	142100000	888
6	142100001	142200000	873
6	142200001	142300000	784
6	142300001	142400000	640
6	142400001	142500000	513
6	142500001	142600000	426
6	142600001	142700000	367
6	142700001	142800000	421
6	142800001	142900000	615
6	142900001	143000000	627
6	143000001	143100000	568
6	143100001	143200000	585
6	143200001	143300000	596
6	143300001	143400000	620
6	143400001	143500000	643
6	143500001	143600000	699
6	143600001	143700000	630
6	143700001	143800000	495
6	143800001	143900000	401
6	143900001	144000000	339
6	144000001	144100000	362
6	144100001	144200000	363
6	144200001	144300000	455
6	144300001	144400000	422
6	144400001	144500000	374
6	144500001	144600000	322
6	144600001	144700000	241
6	144700001	144800000	389
6	144800001	144900000	541
6	144900001	145000000	633
6	145000001	145100000	750
6	145100001	145200000	637
6	145200001	145300000	616
6	145300001	145400000	697
6	145400001	145500000	802
6	145500001	145600000	882
6	145600001	145700000	905
6	145700001	145800000	924
6	145800001	145900000	916
6	145900001	146000000	809
6	146000001	146100000	748
6	146100001	146200000	645
6	146200001	146300000	736
6	146300001	146400000	878
6	146400001	146500000	897
6	146500001	146600000	913
6	146600001	146700000	941
6	146700001	146800000	911
6	146800001	146900000	901
6	146900001	147000000	811
6	147000001	147100000	702
6	147100001	147200000	498
6	147200001	147300000	417
6	147300001	147400000	385
6	147400001	147500000	414
6	147500001	147600000	443
6	147600001	147700000	496
6	147700001	147800000	696
6	147800001	147900000	713
6	147900001	148000000	850
6	148000001	148100000	899
6	148100001	148200000	859
6	148200001	148300000	803
6	148300001	148400000	708
6	148400001	148500000	602
6	148500001	148600000	506
6	148600001	148700000	372
6	148700001	148800000	454
6	148800001	148900000	446
6	148900001	149000000	368
6	149000001	149100000	370
6	149100001	149200000	381
6	149200001	149300000	476
6	149300001	149400000	452
6	149400001	149500000	364
6	149500001	149600000	308
6	149600001	149700000	299
6	149700001	149800000	177
6	149800001	149900000	139
6	149900001	150000000	150
6	150000001	150100000	210
6	150100001	150200000	234
6	150200001	150300000	193
6	150300001	150400000	245
6	150400001	150500000	382
6	150500001	150600000	439
6	150600001	150700000	411
6	150700001	150800000	334
6	150800001	150900000	248
6	150900001	151000000	285
6	151000001	151100000	244
6	151100001	151200000	263
6	151200001	151300000	340
6	151300001	151400000	435
6	151400001	151500000	438
6	151500001	151600000	431
6	151600001	151700000	383
6	151700001	151800000	409
6	151800001	151900000	468
6	151900001	152000000	535
6	152000001	152100000	544
6	152100001	152200000	528
6	152200001	152300000	568
6	152300001	152400000	517
6	152400001	152500000	487
6	152500001	152600000	490
6	152600001	152700000	548
6	152700001	152800000	533
6	152800001	152900000	572
6	152900001	153000000	579
6	153000001	153100000	600
6	153100001	153200000	576
6	153200001	153300000	558
6	153300001	153400000	538
6	153400001	153500000	677
6	153500001	153600000	816
6	153600001	153700000	895
6	153700001	153800000	927
6	153800001	153900000	964
6	153900001	154000000	986
6	154000001	154100000	1015
6	154100001	154200000	992
6	154200001	154300000	940
6	154300001	154400000	918
6	154400001	154500000	878
6	154500001	154600000	765
6	154600001	154700000	672
6	154700001	154800000	620
6	154800001	154900000	588
6	154900001	155000000	534
6	155000001	155100000	435
6	155100001	155200000	412
6	155200001	155300000	492
6	155300001	155400000	454
6	155400001	155500000	379
6	155500001	155600000	362
6	155600001	155700000	428
6	155700001	155800000	585
6	155800001	155900000	628
6	155900001	156000000	802
6	156000001	156100000	859
6	156100001	156200000	847
6	156200001	156300000	942
6	156300001	156400000	930
6	156400001	156500000	883
6	156500001	156600000	942
6	156600001	156700000	866
6	156700001	156800000	813
6	156800001	156900000	708
6	156900001	157000000	634
6	157000001	157100000	546
6	157100001	157200000	503
6	157200001	157300000	620
6	157300001	157400000	621
6	157400001	157500000	574
6	157500001	157600000	442
6	157600001	157700000	NaN
6	157700001	157800000	326
6	157800001	157900000	374
6	157900001	158000000	402
6	158000001	158100000	289
6	158100001	158200000	182
6	158200001	158300000	152
6	158300001	158400000	169
6	158400001	158500000	222
6	158500001	158600000	208
6	158600001	158700000	209
6	158700001	158800000	303
6	158800001	158900000	403
6	158900001	159000000	361
6	159000001	159100000	306
6	159100001	159200000	188
6	159200001	159300000	163
6	159300001	159400000	238
6	159400001	159500000	348
6	159500001	159600000	447
6	159600001	159700000	596
6	159700001	159800000	676
6	159800001	159900000	642
6	159900001	160000000	633
6	160000001	160100000	630
6	160100001	160200000	604
6	160200001	160300000	420
6	160300001	160400000	453
6	160400001	160500000	460
6	160500001	160600000	449
6	160600001	160700000	308
6	160700001	160800000	326
6	160800001	160900000	363
6	160900001	161000000	467
6	161000001	161100000	545
6	161100001	161200000	624
6	161200001	161300000	623
6	161300001	161400000	781
6	161400001	161500000	816
6	161500001	161600000	860
6	161600001	161700000	874
6	161700001	161800000	907
6	161800001	161900000	918
6	161900001	162000000	995
6	162000001	162100000	1013
6	162100001	162200000	1005
6	162200001	162300000	1052
6	162300001	162400000	1068
6	162400001	162500000	1072
6	162500001	162600000	1119
6	162600001	162700000	1143
6	162700001	162800000	1147
6	162800001	162900000	1153
6	162900001	163000000	1196
6	163000001	163100000	1209
6	163100001	163200000	1243
6	163200001	163300000	1271
6	163300001	163400000	1251
6	163400001	163500000	1273
6	163500001	163600000	1227
6	163600001	163700000	1181
6	163700001	163800000	1105
6	163800001	163900000	1045
6	163900001	164000000	1131
6	164000001	164100000	1051
6	164100001	164200000	1072
6	164200001	164300000	1076
6	164300001	164400000	1071
6	164400001	164500000	1044
6	164500001	164600000	1013
6	164600001	164700000	1035
6	164700001	164800000	1018
6	164800001	164900000	995
6	164900001	165000000	968
6	165000001	165100000	966
6	165100001	165200000	926
6	165200001	165300000	904
6	165300001	165400000	804
6	165400001	165500000	693
6	165500001	165600000	629
6	165600001	165700000	490
6	165700001	165800000	466
6	165800001	165900000	524
6	165900001	166000000	523
6	166000001	166100000	571
6	166100001	166200000	504
6	166200001	166300000	393
6	166300001	166400000	272
6	166400001	166500000	138
6	166500001	166600000	183
6	166600001	166700000	323
6	166700001	166800000	442
6	166800001	166900000	556
6	166900001	167000000	587
6	167000001	167100000	592
6	167100001	167200000	568
6	167200001	167300000	646
6	167300001	167400000	632
6	167400001	167500000	633
6	167500001	167600000	639
6	167600001	167700000	696
6	167700001	167800000	704
6	167800001	167900000	693
6	167900001	168000000	NaN
6	168000001	168100000	NaN
6	168100001	168200000	636
6	168200001	168300000	608
6	168300001	168400000	643
6	168400001	168500000	640
6	168500001	168600000	702
6	168600001	168700000	755
6	168700001	168800000	791
6	168800001	168900000	848
6	168900001	169000000	883
6	169000001	169100000	882
6	169100001	169200000	907
6	169200001	169300000	895
6	169300001	169400000	861
6	169400001	169500000	813
6	169500001	169600000	775
6	169600001	169700000	720
6	169700001	169800000	684
6	169800001	169900000	631
6	169900001	170000000	593
6	170000001	170100000	495
6	170100001	170200000	432
6	170200001	170300000	447
6	170300001	170400000	NaN
6	170400001	170500000	632
6	170500001	170600000	628
6	170600001	170700000	631
6	170700001	170800000	600
6	170800001	170900000	598
6	170900001	171000000	528
6	171000001	171100000	NaN
6	171100001	171200000	NaN
7	1	100000	NaN
7	100001	200000	611
7	200001	300000	593
7	300001	400000	NaN
7	400001	500000	NaN
7	500001	600000	NaN
7	600001	700000	318
7	700001	800000	401
7	800001	900000	390
7	900001	1000000	310
7	1000001	1100000	279
7	1100001	1200000	346
7	1200001	1300000	310
7	1300001	1400000	384
7	1400001	1500000	345
7	1500001	1600000	211
7	1600001	1700000	243
7	1700001	1800000	271
7	1800001	1900000	345
7	1900001	2000000	413
7	2000001	2100000	518
7	2100001	2200000	544
7	2200001	2300000	430
7	2300001	2400000	291
7	2400001	2500000	251
7	2500001	2600000	208
7	2600001	2700000	226
7	2700001	2800000	259
7	2800001	2900000	392
7	2900001	3000000	433
7	3000001	3100000	558
7	3100001	3200000	627
7	3200001	3300000	685
7	3300001	3400000	779
7	3400001	3500000	874
7	3500001	3600000	894
7	3600001	3700000	918
7	3700001	3800000	920
7	3800001	3900000	954
7	3900001	4000000	936
7	4000001	4100000	890
7	4100001	4200000	867
7	4200001	4300000	780
7	4300001	4400000	739
7	4400001	4500000	674
7	4500001	4600000	611
7	4600001	4700000	513
7	4700001	4800000	394
7	4800001	4900000	446
7	4900001	5000000	523
7	5000001	5100000	542
7	5100001	5200000	462
7	5200001	5300000	417
7	5300001	5400000	289
7	5400001	5500000	256
7	5500001	5600000	195
7	5600001	5700000	188
7	5700001	5800000	192
7	5800001	5900000	220
7	5900001	6000000	265
7	6000001	6100000	358
7	6100001	6200000	168
7	6200001	6300000	229
7	6300001	6400000	145
7	6400001	6500000	191
7	6500001	6600000	168
7	6600001	6700000	294
7	6700001	6800000	387
7	6800001	6900000	506
7	6900001	7000000	514
7	7000001	7100000	633
7	7100001	7200000	678
7	7200001	7300000	703
7	7300001	7400000	748
7	7400001	7500000	682
7	7500001	7600000	610
7	7600001	7700000	446
7	7700001	7800000	434
7	7800001	7900000	406
7	7900001	8000000	329
7	8000001	8100000	226
7	8100001	8200000	405
7	8200001	8300000	434
7	8300001	8400000	544
7	8400001	8500000	699
7	8500001	8600000	773
7	8600001	8700000	887
7	8700001	8800000	915
7	8800001	8900000	914
7	8900001	9000000	878
7	9000001	9100000	960
7	9100001	9200000	1023
7	9200001	9300000	1032
7	9300001	9400000	1075
7	9400001	9500000	1084
7	9500001	9600000	1090
7	9600001	9700000	1135
7	9700001	9800000	1155
7	9800001	9900000	1175
7	9900001	10000000	1195
7	10000001	10100000	1208
7	10100001	10200000	1221
7	10200001	10300000	1255
7	10300001	10400000	1205
7	10400001	10500000	1189
7	10500001	10600000	1148
7	10600001	10700000	1161
7	10700001	10800000	1115
7	10800001	10900000	1123
7	10900001	11000000	1098
7	11000001	11100000	974
7	11100001	11200000	990
7	11200001	11300000	988
7	11300001	11400000	927
7	11400001	11500000	948
7	11500001	11600000	896
7	11600001	11700000	903
7	11700001	11800000	906
7	11800001	11900000	843
7	11900001	12000000	863
7	12000001	12100000	759
7	12100001	12200000	605
7	12200001	12300000	532
7	12300001	12400000	515
7	12400001	12500000	603
7	12500001	12600000	568
7	12600001	12700000	510
7	12700001	12800000	469
7	12800001	12900000	415
7	12900001	13000000	534
7	13000001	13100000	564
7	13100001	13200000	544
7	13200001	13300000	628
7	13300001	13400000	650
7	13400001	13500000	845
7	13500001	13600000	889
7	13600001	13700000	931
7	13700001	13800000	955
7	13800001	13900000	972
7	13900001	14000000	981
7	14000001	14100000	989
7	14100001	14200000	1011
7	14200001	14300000	985
7	14300001	14400000	1068
7	14400001	14500000	1095
7	14500001	14600000	1106
7	14600001	14700000	1129
7	14700001	14800000	1141
7	14800001	14900000	1072
7	14900001	15000000	1112
7	15000001	15100000	1155
7	15100001	15200000	1105
7	15200001	15300000	1059
7	15300001	15400000	1093
7	15400001	15500000	1102
7	15500001	15600000	1090
7	15600001	15700000	1072
7	15700001	15800000	1039
7	15800001	15900000	1027
7	15900001	16000000	1005
7	16000001	16100000	985
7	16100001	16200000	975
7	16200001	16300000	921
7	16300001	16400000	898
7	16400001	16500000	876
7	16500001	16600000	699
7	16600001	16700000	612
7	16700001	16800000	468
7	16800001	16900000	385
7	16900001	17000000	376
7	17000001	17100000	416
7	17100001	17200000	412
7	17200001	17300000	388
7	17300001	17400000	410
7	17400001	17500000	378
7	17500001	17600000	389
7	17600001	17700000	395
7	17700001	17800000	411
7	17800001	17900000	477
7	17900001	18000000	585
7	18000001	18100000	632
7	18100001	18200000	675
7	18200001	18300000	715
7	18300001	18400000	649
7	18400001	18500000	592
7	18500001	18600000	536
7	18600001	18700000	476
7	18700001	18800000	618
7	18800001	18900000	684
7	18900001	19000000	632
7	19000001	19100000	639
7	19100001	19200000	693
7	19200001	19300000	812
7	19300001	19400000	877
7	19400001	19500000	890
7	19500001	19600000	934
7	19600001	19700000	970
7	19700001	19800000	941
7	19800001	19900000	874
7	19900001	20000000	874
7	20000001	20100000	800
7	20100001	20200000	767
7	20200001	20300000	676
7	20300001	20400000	595
7	20400001	20500000	550
7	20500001	20600000	488
7	20600001	20700000	616
7	20700001	20800000	648
7	20800001	20900000	721
7	20900001	21000000	730
7	21000001	21100000	754
7	21100001	21200000	646
7	21200001	21300000	674
7	21300001	21400000	676
7	21400001	21500000	637
7	21500001	21600000	643
7	21600001	21700000	671
7	21700001	21800000	632
7	21800001	21900000	638
7	21900001	22000000	581
7	22000001	22100000	577
7	22100001	22200000	576
7	22200001	22300000	624
7	22300001	22400000	629
7	22400001	22500000	586
7	22500001	22600000	499
7	22600001	22700000	307
7	22700001	22800000	224
7	22800001	22900000	304
7	22900001	23000000	381
7	23000001	23100000	413
7	23100001	23200000	366
7	23200001	23300000	218
7	23300001	23400000	169
7	23400001	23500000	168
7	23500001	23600000	197
7	23600001	23700000	231
7	23700001	23800000	361
7	23800001	23900000	441
7	23900001	24000000	450
7	24000001	24100000	455
7	24100001	24200000	423
7	24200001	24300000	449
7	24300001	24400000	439
7	24400001	24500000	478
7	24500001	24600000	466
7	24600001	24700000	482
7	24700001	24800000	405
7	24800001	24900000	464
7	24900001	25000000	312
7	25000001	25100000	276
7	25100001	25200000	281
7	25200001	25300000	319
7	25300001	25400000	444
7	25400001	25500000	586
7	25500001	25600000	627
7	25600001	25700000	626
7	25700001	25800000	577
7	25800001	25900000	493
7	25900001	26000000	462
7	26000001	26100000	558
7	26100001	26200000	570
7	26200001	26300000	445
7	26300001	26400000	366
7	26400001	26500000	418
7	26500001	26600000	526
7	26600001	26700000	554
7	26700001	26800000	553
7	26800001	26900000	540
7	26900001	27000000	481
7	27000001	27100000	417
7	27100001	27200000	334
7	27200001	27300000	385
7	27300001	27400000	394
7	27400001	27500000	451
7	27500001	27600000	443
7	27600001	27700000	372
7	27700001	27800000	219
7	27800001	27900000	180
7	27900001	28000000	360
7	28000001	28100000	435
7	28100001	28200000	474
7	28200001	28300000	414
7	28300001	28400000	366
7	28400001	28500000	389
7	28500001	28600000	412
7	28600001	28700000	518
7	28700001	28800000	509
7	28800001	28900000	450
7	28900001	29000000	469
7	29000001	29100000	570
7	29100001	29200000	634
7	29200001	29300000	626
7	29300001	29400000	594
7	29400001	29500000	599
7	29500001	29600000	597
7	29600001	29700000	579
7	29700001	29800000	505
7	29800001	29900000	484
7	29900001	30000000	579
7	30000001	30100000	560
7	30100001	30200000	466
7	30200001	30300000	411
7	30300001	30400000	371
7	30400001	30500000	388
7	30500001	30600000	400
7	30600001	30700000	356
7	30700001	30800000	433
7	30800001	30900000	489
7	30900001	31000000	538
7	31000001	31100000	568
7	31100001	31200000	631
7	31200001	31300000	732
7	31300001	31400000	825
7	31400001	31500000	883
7	31500001	31600000	893
7	31600001	31700000	943
7	31700001	31800000	889
7	31800001	31900000	846
7	31900001	32000000	828
7	32000001	32100000	748
7	32100001	32200000	641
7	32200001	32300000	682
7	32300001	32400000	718
7	32400001	32500000	721
7	32500001	32600000	639
7	32600001	32700000	595
7	32700001	32800000	540
7	32800001	32900000	424
7	32900001	33000000	264
7	33000001	33100000	235
7	33100001	33200000	359
7	33200001	33300000	459
7	33300001	33400000	526
7	33400001	33500000	700
7	33500001	33600000	759
7	33600001	33700000	699
7	33700001	33800000	607
7	33800001	33900000	516
7	33900001	34000000	404
7	34000001	34100000	469
7	34100001	34200000	507
7	34200001	34300000	604
7	34300001	34400000	679
7	34400001	34500000	795
7	34500001	34600000	878
7	34600001	34700000	915
7	34700001	34800000	924
7	34800001	34900000	949
7	34900001	35000000	894
7	35000001	35100000	935
7	35100001	35200000	913
7	35200001	35300000	926
7	35300001	35400000	832
7	35400001	35500000	826
7	35500001	35600000	781
7	35600001	35700000	706
7	35700001	35800000	636
7	35800001	35900000	580
7	35900001	36000000	577
7	36000001	36100000	564
7	36100001	36200000	548
7	36200001	36300000	522
7	36300001	36400000	481
7	36400001	36500000	285
7	36500001	36600000	329
7	36600001	36700000	539
7	36700001	36800000	600
7	36800001	36900000	704
7	36900001	37000000	783
7	37000001	37100000	828
7	37100001	37200000	859
7	37200001	37300000	836
7	37300001	37400000	746
7	37400001	37500000	694
7	37500001	37600000	684
7	37600001	37700000	612
7	37700001	37800000	630
7	37800001	37900000	554
7	37900001	38000000	646
7	38000001	38100000	683
7	38100001	38200000	598
7	38200001	38300000	578
7	38300001	38400000	382
7	38400001	38500000	418
7	38500001	38600000	513
7	38600001	38700000	639
7	38700001	38800000	729
7	38800001	38900000	761
7	38900001	39000000	862
7	39000001	39100000	848
7	39100001	39200000	897
7	39200001	39300000	849
7	39300001	39400000	738
7	39400001	39500000	691
7	39500001	39600000	627
7	39600001	39700000	487
7	39700001	39800000	445
7	39800001	39900000	479
7	39900001	40000000	580
7	40000001	40100000	612
7	40100001	40200000	636
7	40200001	40300000	634
7	40300001	40400000	691
7	40400001	40500000	729
7	40500001	40600000	802
7	40600001	40700000	740
7	40700001	40800000	686
7	40800001	40900000	607
7	40900001	41000000	575
7	41000001	41100000	604
7	41100001	41200000	552
7	41200001	41300000	549
7	41300001	41400000	590
7	41400001	41500000	635
7	41500001	41600000	620
7	41600001	41700000	678
7	41700001	41800000	671
7	41800001	41900000	629
7	41900001	42000000	633
7	42000001	42100000	555
7	42100001	42200000	568
7	42200001	42300000	589
7	42300001	42400000	584
7	42400001	42500000	626
7	42500001	42600000	673
7	42600001	42700000	709
7	42700001	42800000	764
7	42800001	42900000	723
7	42900001	43000000	744
7	43000001	43100000	619
7	43100001	43200000	695
7	43200001	43300000	617
7	43300001	43400000	600
7	43400001	43500000	497
7	43500001	43600000	418
7	43600001	43700000	249
7	43700001	43800000	310
7	43800001	43900000	250
7	43900001	44000000	224
7	44000001	44100000	239
7	44100001	44200000	226
7	44200001	44300000	282
7	44300001	44400000	412
7	44400001	44500000	416
7	44500001	44600000	363
7	44600001	44700000	191
7	44700001	44800000	179
7	44800001	44900000	164
7	44900001	45000000	142
7	45000001	45100000	219
7	45100001	45200000	235
7	45200001	45300000	291
7	45300001	45400000	461
7	45400001	45500000	585
7	45500001	45600000	626
7	45600001	45700000	638
7	45700001	45800000	686
7	45800001	45900000	631
7	45900001	46000000	580
7	46000001	46100000	623
7	46100001	46200000	575
7	46200001	46300000	541
7	46300001	46400000	501
7	46400001	46500000	493
7	46500001	46600000	542
7	46600001	46700000	498
7	46700001	46800000	594
7	46800001	46900000	574
7	46900001	47000000	617
7	47000001	47100000	596
7	47100001	47200000	603
7	47200001	47300000	538
7	47300001	47400000	465
7	47400001	47500000	488
7	47500001	47600000	452
7	47600001	47700000	268
7	47700001	47800000	211
7	47800001	47900000	266
7	47900001	48000000	377
7	48000001	48100000	445
7	48100001	48200000	364
7	48200001	48300000	409
7	48300001	48400000	590
7	48400001	48500000	648
7	48500001	48600000	741
7	48600001	48700000	878
7	48700001	48800000	906
7	48800001	48900000	922
7	48900001	49000000	943
7	49000001	49100000	949
7	49100001	49200000	964
7	49200001	49300000	998
7	49300001	49400000	1049
7	49400001	49500000	1031
7	49500001	49600000	1021
7	49600001	49700000	1035
7	49700001	49800000	970
7	49800001	49900000	937
7	49900001	50000000	941
7	50000001	50100000	917
7	50100001	50200000	914
7	50200001	50300000	816
7	50300001	50400000	724
7	50400001	50500000	NaN
7	50500001	50600000	585
7	50600001	50700000	561
7	50700001	50800000	602
7	50800001	50900000	580
7	50900001	51000000	493
7	51000001	51100000	559
7	51100001	51200000	509
7	51200001	51300000	438
7	51300001	51400000	308
7	51400001	51500000	198
7	51500001	51600000	295
7	51600001	51700000	455
7	51700001	51800000	576
7	51800001	51900000	619
7	51900001	52000000	759
7	52000001	52100000	862
7	52100001	52200000	898
7	52200001	52300000	902
7	52300001	52400000	952
7	52400001	52500000	950
7	52500001	52600000	995
7	52600001	52700000	1032
7	52700001	52800000	1008
7	52800001	52900000	963
7	52900001	53000000	1059
7	53000001	53100000	1055
7	53100001	53200000	1116
7	53200001	53300000	1104
7	53300001	53400000	1128
7	53400001	53500000	1120
7	53500001	53600000	1084
7	53600001	53700000	1081
7	53700001	53800000	1054
7	53800001	53900000	1051
7	53900001	54000000	1018
7	54000001	54100000	974
7	54100001	54200000	974
7	54200001	54300000	937
7	54300001	54400000	904
7	54400001	54500000	849
7	54500001	54600000	710
7	54600001	54700000	678
7	54700001	54800000	450
7	54800001	54900000	325
7	54900001	55000000	246
7	55000001	55100000	205
7	55100001	55200000	218
7	55200001	55300000	336
7	55300001	55400000	413
7	55400001	55500000	404
7	55500001	55600000	455
7	55600001	55700000	541
7	55700001	55800000	550
7	55800001	55900000	610
7	55900001	56000000	627
7	56000001	56100000	584
7	56100001	56200000	642
7	56200001	56300000	618
7	56300001	56400000	647
7	56400001	56500000	735
7	56500001	56600000	854
7	56600001	56700000	902
7	56700001	56800000	922
7	56800001	56900000	953
7	56900001	57000000	897
7	57000001	57100000	912
7	57100001	57200000	1028
7	57200001	57300000	995
7	57300001	57400000	980
7	57400001	57500000	946
7	57500001	57600000	843
7	57600001	57700000	951
7	57700001	57800000	895
7	57800001	57900000	869
7	57900001	58000000	839
7	58000001	58100000	771
7	58100001	58200000	NaN
7	58200001	58300000	NaN
7	58300001	58400000	NaN
7	58400001	58500000	NaN
7	58500001	58600000	NaN
7	58600001	58700000	NaN
7	58700001	58800000	NaN
7	58800001	58900000	NaN
7	58900001	59000000	NaN
7	59000001	59100000	NaN
7	59100001	59200000	NaN
7	59200001	59300000	NaN
7	59300001	59400000	NaN
7	59400001	59500000	NaN
7	59500001	59600000	NaN
7	59600001	59700000	NaN
7	59700001	59800000	NaN
7	59800001	59900000	NaN
7	59900001	60000000	NaN
7	60000001	60100000	NaN
7	60100001	60200000	NaN
7	60200001	60300000	NaN
7	60300001	60400000	NaN
7	60400001	60500000	NaN
7	60500001	60600000	NaN
7	60600001	60700000	NaN
7	60700001	60800000	NaN
7	60800001	60900000	NaN
7	60900001	61000000	NaN
7	61000001	61100000	NaN
7	61100001	61200000	581
7	61200001	61300000	812
7	61300001	61400000	NaN
7	61400001	61500000	NaN
7	61500001	61600000	NaN
7	61600001	61700000	NaN
7	61700001	61800000	NaN
7	61800001	61900000	592
7	61900001	62000000	785
7	62000001	62100000	815
7	62100001	62200000	890
7	62200001	62300000	919
7	62300001	62400000	903
7	62400001	62500000	909
7	62500001	62600000	955
7	62600001	62700000	1026
7	62700001	62800000	1055
7	62800001	62900000	1054
7	62900001	63000000	NaN
7	63000001	63100000	1008
7	63100001	63200000	1082
