# replication time (downloaded from Lawrence Nature 2013. Supplementary Table5)
chr	start	end	replication_time
4	139400001	139500000	711
4	139500001	139600000	641
4	139600001	139700000	628
4	139700001	139800000	586
4	139800001	139900000	492
4	139900001	140000000	361
4	140000001	140100000	261
4	140100001	140200000	154
4	140200001	140300000	208
4	140300001	140400000	299
4	140400001	140500000	172
4	140500001	140600000	191
4	140600001	140700000	256
4	140700001	140800000	405
4	140800001	140900000	488
4	140900001	141000000	591
4	141000001	141100000	591
4	141100001	141200000	596
4	141200001	141300000	672
4	141300001	141400000	708
4	141400001	141500000	752
4	141500001	141600000	632
4	141600001	141700000	621
4	141700001	141800000	610
4	141800001	141900000	676
4	141900001	142000000	790
4	142000001	142100000	725
4	142100001	142200000	671
4	142200001	142300000	571
4	142300001	142400000	537
4	142400001	142500000	553
4	142500001	142600000	550
4	142600001	142700000	679
4	142700001	142800000	591
4	142800001	142900000	601
4	142900001	143000000	695
4	143000001	143100000	624
4	143100001	143200000	628
4	143200001	143300000	671
4	143300001	143400000	632
4	143400001	143500000	640
4	143500001	143600000	705
4	143600001	143700000	733
4	143700001	143800000	807
4	143800001	143900000	860
4	143900001	144000000	862
4	144000001	144100000	783
4	144100001	144200000	678
4	144200001	144300000	613
4	144300001	144400000	699
4	144400001	144500000	708
4	144500001	144600000	821
4	144600001	144700000	911
4	144700001	144800000	936
4	144800001	144900000	959
4	144900001	145000000	894
4	145000001	145100000	990
4	145100001	145200000	1033
4	145200001	145300000	1033
4	145300001	145400000	1079
4	145400001	145500000	1081
4	145500001	145600000	1077
4	145600001	145700000	1116
4	145700001	145800000	1119
4	145800001	145900000	1157
4	145900001	146000000	1152
4	146000001	146100000	1139
4	146100001	146200000	1089
4	146200001	146300000	1210
4	146300001	146400000	1206
4	146400001	146500000	1182
4	146500001	146600000	1168
4	146600001	146700000	1168
4	146700001	146800000	1068
4	146800001	146900000	1103
4	146900001	147000000	1112
4	147000001	147100000	1055
4	147100001	147200000	1023
4	147200001	147300000	1041
4	147300001	147400000	1043
4	147400001	147500000	976
4	147500001	147600000	898
4	147600001	147700000	987
4	147700001	147800000	970
4	147800001	147900000	936
4	147900001	148000000	839
4	148000001	148100000	806
4	148100001	148200000	779
4	148200001	148300000	679
4	148300001	148400000	534
4	148400001	148500000	430
4	148500001	148600000	343
4	148600001	148700000	263
4	148700001	148800000	383
4	148800001	148900000	524
4	148900001	149000000	678
4	149000001	149100000	640
4	149100001	149200000	718
4	149200001	149300000	877
4	149300001	149400000	914
4	149400001	149500000	928
4	149500001	149600000	953
4	149600001	149700000	991
4	149700001	149800000	949
4	149800001	149900000	995
4	149900001	150000000	984
4	150000001	150100000	955
4	150100001	150200000	920
4	150200001	150300000	913
4	150300001	150400000	706
4	150400001	150500000	722
4	150500001	150600000	647
4	150600001	150700000	541
4	150700001	150800000	448
4	150800001	150900000	371
4	150900001	151000000	206
4	151000001	151100000	294
4	151100001	151200000	409
4	151200001	151300000	542
4	151300001	151400000	649
4	151400001	151500000	754
4	151500001	151600000	848
4	151600001	151700000	702
4	151700001	151800000	523
4	151800001	151900000	502
4	151900001	152000000	365
4	152000001	152100000	330
4	152100001	152200000	335
4	152200001	152300000	298
4	152300001	152400000	251
4	152400001	152500000	329
4	152500001	152600000	523
4	152600001	152700000	477
4	152700001	152800000	442
4	152800001	152900000	496
4	152900001	153000000	477
4	153000001	153100000	546
4	153100001	153200000	431
4	153200001	153300000	374
4	153300001	153400000	426
4	153400001	153500000	501
4	153500001	153600000	491
4	153600001	153700000	507
4	153700001	153800000	413
4	153800001	153900000	385
4	153900001	154000000	342
4	154000001	154100000	250
4	154100001	154200000	238
4	154200001	154300000	350
4	154300001	154400000	238
4	154400001	154500000	389
4	154500001	154600000	454
4	154600001	154700000	585
4	154700001	154800000	685
4	154800001	154900000	793
4	154900001	155000000	865
4	155000001	155100000	879
4	155100001	155200000	948
4	155200001	155300000	984
4	155300001	155400000	975
4	155400001	155500000	1024
4	155500001	155600000	1034
4	155600001	155700000	1036
4	155700001	155800000	1021
4	155800001	155900000	936
4	155900001	156000000	931
4	156000001	156100000	NaN
4	156100001	156200000	NaN
4	156200001	156300000	944
4	156300001	156400000	898
4	156400001	156500000	910
4	156500001	156600000	876
4	156600001	156700000	764
4	156700001	156800000	643
4	156800001	156900000	598
4	156900001	157000000	745
4	157000001	157100000	840
4	157100001	157200000	849
4	157200001	157300000	824
4	157300001	157400000	641
4	157400001	157500000	624
4	157500001	157600000	552
4	157600001	157700000	590
4	157700001	157800000	595
4	157800001	157900000	556
4	157900001	158000000	573
4	158000001	158100000	733
4	158100001	158200000	874
4	158200001	158300000	925
4	158300001	158400000	933
4	158400001	158500000	967
4	158500001	158600000	956
4	158600001	158700000	976
4	158700001	158800000	960
4	158800001	158900000	935
4	158900001	159000000	907
4	159000001	159100000	849
4	159100001	159200000	684
4	159200001	159300000	585
4	159300001	159400000	631
4	159400001	159500000	611
4	159500001	159600000	534
4	159600001	159700000	429
4	159700001	159800000	401
4	159800001	159900000	428
4	159900001	160000000	337
4	160000001	160100000	361
4	160100001	160200000	406
4	160200001	160300000	480
4	160300001	160400000	459
4	160400001	160500000	596
4	160500001	160600000	712
4	160600001	160700000	817
4	160700001	160800000	912
4	160800001	160900000	941
4	160900001	161000000	906
4	161000001	161100000	914
4	161100001	161200000	992
4	161200001	161300000	1009
4	161300001	161400000	1006
4	161400001	161500000	1069
4	161500001	161600000	NaN
4	161600001	161700000	NaN
4	161700001	161800000	NaN
4	161800001	161900000	NaN
4	161900001	162000000	NaN
4	162000001	162100000	NaN
4	162100001	162200000	NaN
4	162200001	162300000	NaN
4	162300001	162400000	1095
4	162400001	162500000	NaN
4	162500001	162600000	1086
4	162600001	162700000	1135
4	162700001	162800000	1155
4	162800001	162900000	1157
4	162900001	163000000	1172
4	163000001	163100000	1215
4	163100001	163200000	1235
4	163200001	163300000	NaN
4	163300001	163400000	1255
4	163400001	163500000	1275
4	163500001	163600000	1226
4	163600001	163700000	1275
4	163700001	163800000	1312
4	163800001	163900000	1284
4	163900001	164000000	1237
4	164000001	164100000	1218
4	164100001	164200000	1186
4	164200001	164300000	1197
4	164300001	164400000	1164
4	164400001	164500000	1110
4	164500001	164600000	1136
4	164600001	164700000	1088
4	164700001	164800000	1097
4	164800001	164900000	1081
4	164900001	165000000	1020
4	165000001	165100000	1017
4	165100001	165200000	1018
4	165200001	165300000	965
4	165300001	165400000	979
4	165400001	165500000	918
4	165500001	165600000	915
4	165600001	165700000	911
4	165700001	165800000	828
4	165800001	165900000	732
4	165900001	166000000	637
4	166000001	166100000	595
4	166100001	166200000	486
4	166200001	166300000	540
4	166300001	166400000	492
4	166400001	166500000	494
4	166500001	166600000	511
4	166600001	166700000	477
4	166700001	166800000	425
4	166800001	166900000	459
4	166900001	167000000	472
4	167000001	167100000	538
4	167100001	167200000	646
4	167200001	167300000	839
4	167300001	167400000	882
4	167400001	167500000	931
4	167500001	167600000	944
4	167600001	167700000	962
4	167700001	167800000	990
4	167800001	167900000	982
4	167900001	168000000	954
4	168000001	168100000	1043
4	168100001	168200000	993
4	168200001	168300000	977
4	168300001	168400000	990
4	168400001	168500000	972
4	168500001	168600000	934
4	168600001	168700000	875
4	168700001	168800000	812
4	168800001	168900000	706
4	168900001	169000000	517
4	169000001	169100000	402
4	169100001	169200000	402
4	169200001	169300000	350
4	169300001	169400000	238
4	169400001	169500000	138
4	169500001	169600000	125
4	169600001	169700000	204
4	169700001	169800000	335
4	169800001	169900000	359
4	169900001	170000000	258
4	170000001	170100000	237
4	170100001	170200000	244
4	170200001	170300000	176
4	170300001	170400000	214
4	170400001	170500000	392
4	170500001	170600000	399
4	170600001	170700000	464
4	170700001	170800000	574
4	170800001	170900000	630
4	170900001	171000000	729
4	171000001	171100000	831
4	171100001	171200000	904
4	171200001	171300000	944
4	171300001	171400000	936
4	171400001	171500000	984
4	171500001	171600000	996
4	171600001	171700000	NaN
4	171700001	171800000	1035
4	171800001	171900000	1049
4	171900001	172000000	NaN
4	172000001	172100000	1047
4	172100001	172200000	NaN
4	172200001	172300000	1019
4	172300001	172400000	NaN
4	172400001	172500000	NaN
4	172500001	172600000	1091
4	172600001	172700000	1075
4	172700001	172800000	1040
4	172800001	172900000	1023
4	172900001	173000000	1009
4	173000001	173100000	970
4	173100001	173200000	923
4	173200001	173300000	901
4	173300001	173400000	811
4	173400001	173500000	707
4	173500001	173600000	688
4	173600001	173700000	611
4	173700001	173800000	471
4	173800001	173900000	395
4	173900001	174000000	258
4	174000001	174100000	346
4	174100001	174200000	377
4	174200001	174300000	381
4	174300001	174400000	413
4	174400001	174500000	553
4	174500001	174600000	719
4	174600001	174700000	785
4	174700001	174800000	884
4	174800001	174900000	926
4	174900001	175000000	887
4	175000001	175100000	820
4	175100001	175200000	676
4	175200001	175300000	647
4	175300001	175400000	522
4	175400001	175500000	481
4	175500001	175600000	536
4	175600001	175700000	672
4	175700001	175800000	797
4	175800001	175900000	841
4	175900001	176000000	889
4	176000001	176100000	917
4	176100001	176200000	951
4	176200001	176300000	841
4	176300001	176400000	854
4	176400001	176500000	796
4	176500001	176600000	928
4	176600001	176700000	931
4	176700001	176800000	927
4	176800001	176900000	874
4	176900001	177000000	748
4	177000001	177100000	616
4	177100001	177200000	504
4	177200001	177300000	478
4	177300001	177400000	550
4	177400001	177500000	571
4	177500001	177600000	574
4	177600001	177700000	558
4	177700001	177800000	585
4	177800001	177900000	577
4	177900001	178000000	609
4	178000001	178100000	683
4	178100001	178200000	768
4	178200001	178300000	640
4	178300001	178400000	746
4	178400001	178500000	837
4	178500001	178600000	897
4	178600001	178700000	937
4	178700001	178800000	966
4	178800001	178900000	977
4	178900001	179000000	992
4	179000001	179100000	1028
4	179100001	179200000	1034
4	179200001	179300000	1015
4	179300001	179400000	NaN
4	179400001	179500000	NaN
4	179500001	179600000	NaN
4	179600001	179700000	NaN
4	179700001	179800000	NaN
4	179800001	179900000	947
4	179900001	180000000	927
4	180000001	180100000	940
4	180100001	180200000	918
4	180200001	180300000	NaN
4	180300001	180400000	NaN
4	180400001	180500000	915
4	180500001	180600000	NaN
4	180600001	180700000	881
4	180700001	180800000	NaN
4	180800001	180900000	NaN
4	180900001	181000000	241
4	181000001	181100000	NaN
4	181100001	181200000	NaN
4	181200001	181300000	895
4	181300001	181400000	NaN
4	181400001	181500000	915
4	181500001	181600000	935
4	181600001	181700000	917
4	181700001	181800000	930
4	181800001	181900000	946
4	181900001	182000000	1001
4	182000001	182100000	1009
4	182100001	182200000	921
4	182200001	182300000	944
4	182300001	182400000	896
4	182400001	182500000	821
4	182500001	182600000	753
4	182600001	182700000	704
4	182700001	182800000	681
4	182800001	182900000	553
4	182900001	183000000	542
4	183000001	183100000	518
4	183100001	183200000	489
4	183200001	183300000	592
4	183300001	183400000	634
4	183400001	183500000	636
4	183500001	183600000	607
4	183600001	183700000	551
4	183700001	183800000	514
4	183800001	183900000	431
4	183900001	184000000	369
4	184000001	184100000	262
4	184100001	184200000	295
4	184200001	184300000	281
4	184300001	184400000	163
4	184400001	184500000	162
4	184500001	184600000	227
4	184600001	184700000	254
4	184700001	184800000	258
4	184800001	184900000	404
4	184900001	185000000	458
4	185000001	185100000	427
4	185100001	185200000	424
4	185200001	185300000	388
4	185300001	185400000	379
4	185400001	185500000	400
4	185500001	185600000	378
4	185600001	185700000	471
4	185700001	185800000	515
4	185800001	185900000	582
4	185900001	186000000	582
4	186000001	186100000	478
4	186100001	186200000	530
4	186200001	186300000	528
4	186300001	186400000	422
4	186400001	186500000	421
4	186500001	186600000	422
4	186600001	186700000	374
4	186700001	186800000	277
4	186800001	186900000	237
4	186900001	187000000	354
4	187000001	187100000	414
4	187100001	187200000	536
4	187200001	187300000	606
4	187300001	187400000	708
4	187400001	187500000	675
4	187500001	187600000	619
4	187600001	187700000	513
4	187700001	187800000	416
4	187800001	187900000	559
4	187900001	188000000	603
4	188000001	188100000	696
4	188100001	188200000	801
4	188200001	188300000	873
4	188300001	188400000	901
4	188400001	188500000	936
4	188500001	188600000	922
4	188600001	188700000	846
4	188700001	188800000	770
4	188800001	188900000	628
4	188900001	189000000	551
4	189000001	189100000	467
4	189100001	189200000	595
4	189200001	189300000	645
4	189300001	189400000	749
4	189400001	189500000	855
4	189500001	189600000	888
4	189600001	189700000	887
4	189700001	189800000	533
4	189800001	189900000	837
4	189900001	190000000	857
4	190000001	190100000	905
4	190100001	190200000	932
4	190200001	190300000	916
4	190300001	190400000	918
4	190400001	190500000	950
4	190500001	190600000	988
4	190600001	190700000	996
4	190700001	190800000	1028
4	190800001	190900000	1036
4	190900001	191000000	1059
4	191000001	191100000	NaN
4	191100001	191200000	NaN
5	1	100000	NaN
5	100001	200000	543
5	200001	300000	471
5	300001	400000	530
5	400001	500000	399
5	500001	600000	367
5	600001	700000	411
5	700001	800000	363
5	800001	900000	408
5	900001	1000000	491
5	1000001	1100000	484
5	1100001	1200000	424
5	1200001	1300000	424
5	1300001	1400000	541
5	1400001	1500000	490
5	1500001	1600000	390
5	1600001	1700000	405
5	1700001	1800000	472
5	1800001	1900000	608
5	1900001	2000000	635
5	2000001	2100000	705
5	2100001	2200000	830
5	2200001	2300000	858
5	2300001	2400000	883
5	2400001	2500000	916
5	2500001	2600000	901
5	2600001	2700000	923
5	2700001	2800000	954
5	2800001	2900000	986
5	2900001	3000000	958
5	3000001	3100000	977
5	3100001	3200000	1027
5	3200001	3300000	1079
5	3300001	3400000	1025
5	3400001	3500000	1095
5	3500001	3600000	1155
5	3600001	3700000	1155
5	3700001	3800000	1158
5	3800001	3900000	1109
5	3900001	4000000	1127
5	4000001	4100000	1135
5	4100001	4200000	1077
5	4200001	4300000	1053
5	4300001	4400000	1068
5	4400001	4500000	1051
5	4500001	4600000	1032
5	4600001	4700000	989
5	4700001	4800000	986
5	4800001	4900000	964
5	4900001	5000000	879
5	5000001	5100000	850
5	5100001	5200000	759
5	5200001	5300000	683
5	5300001	5400000	612
5	5400001	5500000	558
5	5500001	5600000	648
5	5600001	5700000	731
5	5700001	5800000	842
5	5800001	5900000	871
5	5900001	6000000	898
5	6000001	6100000	916
5	6100001	6200000	877
5	6200001	6300000	840
5	6300001	6400000	763
5	6400001	6500000	672
5	6500001	6600000	633
5	6600001	6700000	585
5	6700001	6800000	467
5	6800001	6900000	557
5	6900001	7000000	644
5	7000001	7100000	776
5	7100001	7200000	848
5	7200001	7300000	900
5	7300001	7400000	922
5	7400001	7500000	933
5	7500001	7600000	972
5	7600001	7700000	997
5	7700001	7800000	1014
5	7800001	7900000	993
5	7900001	8000000	1013
5	8000001	8100000	1079
5	8100001	8200000	1108
5	8200001	8300000	1061
5	8300001	8400000	1087
5	8400001	8500000	1060
5	8500001	8600000	1055
5	8600001	8700000	1031
5	8700001	8800000	1002
5	8800001	8900000	970
5	8900001	9000000	962
5	9000001	9100000	940
5	9100001	9200000	891
5	9200001	9300000	779
5	9300001	9400000	682
5	9400001	9500000	626
5	9500001	9600000	693
5	9600001	9700000	784
5	9700001	9800000	840
5	9800001	9900000	802
5	9900001	10000000	673
5	10000001	10100000	589
5	10100001	10200000	480
5	10200001	10300000	325
5	10300001	10400000	192
5	10400001	10500000	164
5	10500001	10600000	219
5	10600001	10700000	325
5	10700001	10800000	435
5	10800001	10900000	545
5	10900001	11000000	638
5	11000001	11100000	737
5	11100001	11200000	841
5	11200001	11300000	861
5	11300001	11400000	904
5	11400001	11500000	959
5	11500001	11600000	977
5	11600001	11700000	1004
5	11700001	11800000	1023
5	11800001	11900000	1050
5	11900001	12000000	1060
5	12000001	12100000	1094
5	12100001	12200000	1112
5	12200001	12300000	1095
5	12300001	12400000	1058
5	12400001	12500000	1045
5	12500001	12600000	1022
5	12600001	12700000	1006
5	12700001	12800000	989
5	12800001	12900000	958
5	12900001	13000000	928
5	13000001	13100000	913
5	13100001	13200000	813
5	13200001	13300000	699
5	13300001	13400000	580
5	13400001	13500000	612
5	13500001	13600000	674
5	13600001	13700000	716
5	13700001	13800000	674
5	13800001	13900000	629
5	13900001	14000000	470
5	14000001	14100000	376
5	14100001	14200000	305
5	14200001	14300000	369
5	14300001	14400000	503
5	14400001	14500000	557
5	14500001	14600000	453
5	14600001	14700000	380
5	14700001	14800000	422
5	14800001	14900000	410
5	14900001	15000000	267
5	15000001	15100000	322
5	15100001	15200000	462
5	15200001	15300000	558
5	15300001	15400000	671
5	15400001	15500000	773
5	15500001	15600000	857
5	15600001	15700000	912
5	15700001	15800000	945
5	15800001	15900000	956
5	15900001	16000000	925
5	16000001	16100000	918
5	16100001	16200000	888
5	16200001	16300000	827
5	16300001	16400000	713
5	16400001	16500000	624
5	16500001	16600000	522
5	16600001	16700000	553
5	16700001	16800000	622
5	16800001	16900000	593
5	16900001	17000000	447
5	17000001	17100000	425
5	17100001	17200000	327
5	17200001	17300000	349
5	17300001	17400000	198
5	17400001	17500000	345
5	17500001	17600000	481
5	17600001	17700000	679
5	17700001	17800000	638
5	17800001	17900000	698
5	17900001	18000000	776
5	18000001	18100000	842
5	18100001	18200000	871
5	18200001	18300000	914
5	18300001	18400000	904
5	18400001	18500000	1000
5	18500001	18600000	1023
5	18600001	18700000	1052
5	18700001	18800000	1075
5	18800001	18900000	1095
5	18900001	19000000	NaN
5	19000001	19100000	NaN
5	19100001	19200000	NaN
5	19200001	19300000	1115
5	19300001	19400000	1135
5	19400001	19500000	1155
5	19500001	19600000	1175
5	19600001	19700000	1195
5	19700001	19800000	1175
5	19800001	19900000	1155
5	19900001	20000000	NaN
5	20000001	20100000	NaN
5	20100001	20200000	NaN
5	20200001	20300000	1135
5	20300001	20400000	1115
5	20400001	20500000	1095
5	20500001	20600000	1075
5	20600001	20700000	1055
5	20700001	20800000	1035
5	20800001	20900000	1009
5	20900001	21000000	995
5	21000001	21100000	975
5	21100001	21200000	948
5	21200001	21300000	935
5	21300001	21400000	904
5	21400001	21500000	872
5	21500001	21600000	635
5	21600001	21700000	499
5	21700001	21800000	452
5	21800001	21900000	519
5	21900001	22000000	747
5	22000001	22100000	889
5	22100001	22200000	924
5	22200001	22300000	940
5	22300001	22400000	975
5	22400001	22500000	995
5	22500001	22600000	1015
5	22600001	22700000	1035
5	22700001	22800000	1055
5	22800001	22900000	1075
5	22900001	23000000	NaN
5	23000001	23100000	1095
5	23100001	23200000	1106
5	23200001	23300000	1135
5	23300001	23400000	1131
5	23400001	23500000	1096
5	23500001	23600000	1069
5	23600001	23700000	1060
5	23700001	23800000	1028
5	23800001	23900000	1020
5	23900001	24000000	1009
5	24000001	24100000	987
5	24100001	24200000	951
5	24200001	24300000	923
5	24300001	24400000	864
5	24400001	24500000	792
5	24500001	24600000	737
5	24600001	24700000	551
5	24700001	24800000	561
5	24800001	24900000	495
5	24900001	25000000	529
5	25000001	25100000	746
5	25100001	25200000	890
5	25200001	25300000	917
5	25300001	25400000	945
5	25400001	25500000	963
5	25500001	25600000	980
5	25600001	25700000	1013
5	25700001	25800000	1034
5	25800001	25900000	1042
5	25900001	26000000	1062
5	26000001	26100000	1095
5	26100001	26200000	1115
5	26200001	26300000	1133
5	26300001	26400000	1155
5	26400001	26500000	1163
5	26500001	26600000	1178
5	26600001	26700000	1198
5	26700001	26800000	1180
5	26800001	26900000	1148
5	26900001	27000000	1140
5	27000001	27100000	1108
5	27100001	27200000	1082
5	27200001	27300000	928
5	27300001	27400000	975
5	27400001	27500000	898
5	27500001	27600000	891
5	27600001	27700000	873
5	27700001	27800000	903
5	27800001	27900000	879
5	27900001	28000000	895
5	28000001	28100000	888
5	28100001	28200000	874
5	28200001	28300000	801
5	28300001	28400000	624
5	28400001	28500000	595
5	28500001	28600000	606
5	28600001	28700000	680
5	28700001	28800000	764
5	28800001	28900000	889
5	28900001	29000000	918
5	29000001	29100000	880
5	29100001	29200000	894
5	29200001	29300000	882
5	29300001	29400000	928
5	29400001	29500000	1029
5	29500001	29600000	1047
5	29600001	29700000	1089
5	29700001	29800000	1106
5	29800001	29900000	1113
5	29900001	30000000	1140
5	30000001	30100000	1148
5	30100001	30200000	1071
5	30200001	30300000	1090
5	30300001	30400000	1101
5	30400001	30500000	1095
5	30500001	30600000	1075
5	30600001	30700000	1055
5	30700001	30800000	1035
5	30800001	30900000	1006
5	30900001	31000000	995
5	31000001	31100000	963
5	31100001	31200000	944
5	31200001	31300000	902
5	31300001	31400000	807
5	31400001	31500000	739
5	31500001	31600000	649
5	31600001	31700000	624
5	31700001	31800000	628
5	31800001	31900000	557
5	31900001	32000000	471
5	32000001	32100000	431
5	32100001	32200000	197
5	32200001	32300000	146
5	32300001	32400000	160
5	32400001	32500000	357
5	32500001	32600000	427
5	32600001	32700000	442
5	32700001	32800000	487
5	32800001	32900000	482
5	32900001	33000000	519
5	33000001	33100000	621
5	33100001	33200000	677
5	33200001	33300000	584
5	33300001	33400000	530
5	33400001	33500000	579
5	33500001	33600000	674
5	33600001	33700000	746
5	33700001	33800000	819
5	33800001	33900000	875
5	33900001	34000000	863
5	34000001	34100000	793
5	34100001	34200000	817
5	34200001	34300000	777
5	34300001	34400000	723
5	34400001	34500000	687
5	34500001	34600000	566
5	34600001	34700000	499
5	34700001	34800000	493
5	34800001	34900000	554
5	34900001	35000000	558
5	35000001	35100000	675
5	35100001	35200000	773
5	35200001	35300000	854
5	35300001	35400000	919
5	35400001	35500000	880
5	35500001	35600000	828
5	35600001	35700000	694
5	35700001	35800000	598
5	35800001	35900000	474
5	35900001	36000000	511
5	36000001	36100000	614
5	36100001	36200000	599
5	36200001	36300000	476
5	36300001	36400000	402
5	36400001	36500000	260
5	36500001	36600000	319
5	36600001	36700000	397
5	36700001	36800000	436
5	36800001	36900000	458
5	36900001	37000000	479
5	37000001	37100000	438
5	37100001	37200000	385
5	37200001	37300000	213
5	37300001	37400000	151
5	37400001	37500000	294
5	37500001	37600000	454
5	37600001	37700000	530
5	37700001	37800000	592
5	37800001	37900000	600
5	37900001	38000000	628
5	38000001	38100000	680
5	38100001	38200000	673
5	38200001	38300000	612
5	38300001	38400000	497
5	38400001	38500000	346
5	38500001	38600000	271
5	38600001	38700000	210
5	38700001	38800000	269
5	38800001	38900000	349
5	38900001	39000000	381
5	39000001	39100000	336
5	39100001	39200000	178
5	39200001	39300000	367
5	39300001	39400000	424
5	39400001	39500000	374
5	39500001	39600000	332
5	39600001	39700000	436
5	39700001	39800000	529
5	39800001	39900000	637
5	39900001	40000000	620
5	40000001	40100000	678
5	40100001	40200000	643
5	40200001	40300000	623
5	40300001	40400000	594
5	40400001	40500000	483
5	40500001	40600000	459
5	40600001	40700000	428
5	40700001	40800000	496
5	40800001	40900000	395
5	40900001	41000000	526
5	41000001	41100000	644
5	41100001	41200000	802
5	41200001	41300000	888
5	41300001	41400000	886
5	41400001	41500000	928
5	41500001	41600000	912
5	41600001	41700000	840
5	41700001	41800000	789
5	41800001	41900000	687
5	41900001	42000000	630
5	42000001	42100000	795
5	42100001	42200000	879
5	42200001	42300000	918
5	42300001	42400000	935
5	42400001	42500000	934
5	42500001	42600000	909
5	42600001	42700000	872
5	42700001	42800000	792
5	42800001	42900000	626
5	42900001	43000000	568
5	43000001	43100000	520
5	43100001	43200000	498
5	43200001	43300000	537
5	43300001	43400000	449
5	43400001	43500000	320
5	43500001	43600000	369
5	43600001	43700000	434
5	43700001	43800000	597
5	43800001	43900000	632
5	43900001	44000000	714
5	44000001	44100000	745
5	44100001	44200000	828
5	44200001	44300000	880
5	44300001	44400000	815
5	44400001	44500000	886
5	44500001	44600000	877
5	44600001	44700000	917
5	44700001	44800000	958
5	44800001	44900000	1033
5	44900001	45000000	1075
5	45000001	45100000	1111
5	45100001	45200000	1135
5	45200001	45300000	1154
5	45300001	45400000	1175
5	45400001	45500000	1195
5	45500001	45600000	1215
5	45600001	45700000	1235
5	45700001	45800000	1255
5	45800001	45900000	1255
5	45900001	46000000	1291
5	46000001	46100000	1257
5	46100001	46200000	1320
5	46200001	46300000	1301
5	46300001	46400000	1291
5	46400001	46500000	NaN
5	46500001	46600000	NaN
5	46600001	46700000	NaN
5	46700001	46800000	NaN
5	46800001	46900000	NaN
5	46900001	47000000	NaN
5	47000001	47100000	NaN
5	47100001	47200000	NaN
5	47200001	47300000	NaN
5	47300001	47400000	NaN
5	47400001	47500000	NaN
5	47500001	47600000	NaN
5	47600001	47700000	NaN
5	47700001	47800000	NaN
5	47800001	47900000	NaN
5	47900001	48000000	NaN
5	48000001	48100000	NaN
5	48100001	48200000	NaN
5	48200001	48300000	NaN
5	48300001	48400000	NaN
5	48400001	48500000	NaN
5	48500001	48600000	NaN
5	48600001	48700000	NaN
5	48700001	48800000	NaN
5	48800001	48900000	NaN
5	48900001	49000000	NaN
5	49000001	49100000	NaN
5	49100001	49200000	NaN
5	49200001	49300000	NaN
5	49300001	49400000	NaN
5	49400001	49500000	1285
5	49500001	49600000	1183
5	49600001	49700000	1271
5	49700001	49800000	1229
5	49800001	49900000	1226
5	49900001	50000000	1216
5	50000001	50100000	1215
5	50100001	50200000	1176
5	50200001	50300000	1138
5	50300001	50400000	1115
5	50400001	50500000	1114
5	50500001	50600000	NaN
5	50600001	50700000	1060
5	50700001	50800000	1083
5	50800001	50900000	1075
5	50900001	51000000	1055
5	51000001	51100000	1019
5	51100001	51200000	984
5	51200001	51300000	976
5	51300001	51400000	973
5	51400001	51500000	928
5	51500001	51600000	919
5	51600001	51700000	877
5	51700001	51800000	756
5	51800001	51900000	567
5	51900001	52000000	453
5	52000001	52100000	388
5	52100001	52200000	379
5	52200001	52300000	325
5	52300001	52400000	354
5	52400001	52500000	419
5	52500001	52600000	447
5	52600001	52700000	377
5	52700001	52800000	395
5	52800001	52900000	488
5	52900001	53000000	619
5	53000001	53100000	639
5	53100001	53200000	693
5	53200001	53300000	631
5	53300001	53400000	721
5	53400001	53500000	671
5	53500001	53600000	597
5	53600001	53700000	471
5	53700001	53800000	508
5	53800001	53900000	617
5	53900001	54000000	643
5	54000001	54100000	688
5	54100001	54200000	650
5	54200001	54300000	603
5	54300001	54400000	558
5	54400001	54500000	430
5	54500001	54600000	356
5	54600001	54700000	417
5	54700001	54800000	395
5	54800001	54900000	277
5	54900001	55000000	218
5	55000001	55100000	390
5	55100001	55200000	486
5	55200001	55300000	438
5	55300001	55400000	346
5	55400001	55500000	312
5	55500001	55600000	402
5	55600001	55700000	470
5	55700001	55800000	466
5	55800001	55900000	440
5	55900001	56000000	420
5	56000001	56100000	440
5	56100001	56200000	412
5	56200001	56300000	393
5	56300001	56400000	366
5	56400001	56500000	426
5	56500001	56600000	375
5	56600001	56700000	432
5	56700001	56800000	431
5	56800001	56900000	456
5	56900001	57000000	455
5	57000001	57100000	406
5	57100001	57200000	378
5	57200001	57300000	371
5	57300001	57400000	373
5	57400001	57500000	366
5	57500001	57600000	343
5	57600001	57700000	385
5	57700001	57800000	376
5	57800001	57900000	446
5	57900001	58000000	420
5	58000001	58100000	377
5	58100001	58200000	215
5	58200001	58300000	147
5	58300001	58400000	269
5	58400001	58500000	502
5	58500001	58600000	674
5	58600001	58700000	560
5	58700001	58800000	502
5	58800001	58900000	444
5	58900001	59000000	337
5	59000001	59100000	125
5	59100001	59200000	161
5	59200001	59300000	281
5	59300001	59400000	422
5	59400001	59500000	541
5	59500001	59600000	595
5	59600001	59700000	627
5	59700001	59800000	682
5	59800001	59900000	699
5	59900001	60000000	679
5	60000001	60100000	615
5	60100001	60200000	596
5	60200001	60300000	599
5	60300001	60400000	502
5	60400001	60500000	385
5	60500001	60600000	287
5	60600001	60700000	283
5	60700001	60800000	374
5	60800001	60900000	376
5	60900001	61000000	366
5	61000001	61100000	437
5	61100001	61200000	559
5	61200001	61300000	618
5	61300001	61400000	635
5	61400001	61500000	590
5	61500001	61600000	500
5	61600001	61700000	406
